176.0 619.0 164.043522405 602.967450498 -0.745762711864 725.304992631
220.0 678.0 205.243891759 664.499730759 -1.09302325581 888.836077565
267.0 721.0 248.8763372 712.542290693 -2.14285714286 1245.84872755
327.0 749.0 307.717679405 743.690375488 -3.63157894737 1861.19142175
396.0 768.0 376.131821283 765.70751784 -8.66666666667 4025.51663562
474.0 777.0 454.01161178 777.681422326 29.3333333333 -12539.9925232
562.0 774.0 542.17165653 776.614726611 7.58333333333 -3334.85366874
653.0 762.0 633.638014144 767.011337516 3.86363636364 -1681.13553531
738.0 740.0 719.553245803 747.727694326 2.38709677419 -969.915537591
812.0 709.0 795.275112652 719.967139244 1.525 -492.82740755
873.0 669.0 858.436000146 682.70729398 1.0625 -229.380956175
924.0 621.0 912.043522405 637.032549502 0.745762711864 -43.1355011055
968.0 562.0 958.331545983 579.507741057 0.55223880597 50.2798723799
1005.0 495.0 997.090832996 513.369678203 0.430555555556 84.0666806636
1036.0 423.0 1030.27587892 442.163361863 0.298701298701 134.418618808
1059.0 346.0 1057.76777749 365.962004601 0.0617283950617 300.667697348
1064.0 265.0 1069.56116153 284.211285288 -0.289473684211 593.821095205
1042.0 189.0 1055.75489296 203.519053678 -0.947368421053 1203.70789964
988.0 132.0 1007.0716533 138.022627359 -3.16666666667 3327.08286282
912.0 108.0 931.994333475 107.523944441 42.0 -39036.2380615
828.0 110.0 847.863012086 107.663175049 8.5 -7099.17242769
743.0 120.0 762.962923108 118.782748591 16.4 -12393.8091904
661.0 125.0 680.998792526 125.219766951 -91.0 62096.1098868
570.0 124.0 589.998512956 124.243884304 -82.0 48504.1219467
488.0 123.0 507.998512956 123.243884304 -82.0 41779.1219467
406.0 122.0 426.0 122.0 321.0 122.0 340.967794897 120.865466199 17.6 -5880.16772399
233.0 127.0 252.361985856 121.988662484 3.86363636364 -853.04628287
148.0 149.0 164.0 137.0 1.33333333333 -81.6666666667
76.0 203.0 83.238339108 184.355793207 0.388235294118 152.039732141
43.0 288.0 39.206500479 268.363061303 -0.193181818182 275.93704435
60.0 376.0 52.6108085413 357.415063907 -0.397590361446 378.332614291
93.0 459.0 84.4466303562 440.921286889 -0.47311827957 480.874531359
137.0 552.0 126.938624289 534.715072496 -0.582089552239 608.604719471
