140.0 180.0 141.414213562 181.414213562 -1.0 322.828427125 15.
120.0 160.0 121.414213562 161.414213562 -1.0 282.828427125 15.
100.0 140.0 101.410664737 141.417753505 -0.995 242.321364918 15.
80.1 120.0 80.109999875 121.999975 -0.005 122.400525 15.
80.0 100.0 78.5857864376 101.414213562 1.0 22.8284271247 15.
90.0 90.0 88.578697782 91.4070891958 1.0101010101 1.93365709283 10.
100.0 80.1 98.0000999925 80.1199990001 100.0 -9719.89000025 5.
110.0 80.0 108.000099993 79.9800009999 -100.0 10879.9900003 5.
120.0 80.1 118.000099993 80.1199990001 100.0 -11719.8900003 5.
130.0 80.0 128.000099993 79.9800009999 -100.0 12879.9900003 5.
140.0 80.1 138.000099993 80.1199990001 100.0 -13719.8900003 5.
150.0 80.0 148.000099993 79.9800009999 -100.0 14879.9900003 5.
160.0 80.1 158.000099993 80.1199990001 100.0 -15719.8900003 5.
170.0 80.0 168.000099993 79.9800009999 -100.0 16879.9900003 5.
180.0 80.1 178.000099993 80.1199990001 100.0 -17719.8900003 5.
190.0 80.0 190.894427191 78.211145618 0.5 -17.2360679775 5.
