589.96 821.76 -0.109090 6 1 20 -1
599.09 820.67 -0.119115 6 1 20 -1
608.22 819.48 -0.129220 6 1 20 -1
617.33 818.20 -0.139453 6 1 20 -1
626.43 816.83 -0.149857 6 1 20 -1
635.50 815.36 -0.160467 6 1 20 -1
644.53 813.80 -0.171314 6 1 20 -1
653.51 812.14 -0.182420 6 1 20 -1
662.44 810.39 -0.193804 6 1 20 -1
671.31 808.54 -0.205480 6 1 20 -1
680.10 806.60 -0.217461 6 1 20 -1
688.81 804.56 -0.229758 6 1 21 -1
697.44 802.43 -0.242382 6 1 21 -1
705.97 800.20 -0.255343 6 1 21 -1
714.39 797.88 -0.268653 6 2 21 -1
722.71 795.47 -0.282325 6 2 21 -1
730.91 792.97 -0.296371 6 2 22 -1
738.99 790.37 -0.310801 6 2 22 -1
746.94 787.68 -0.325627 6 2 22 -1
754.77 784.91 -0.340854 6 2 22 -1
762.47 782.04 -0.356486 6 2 22 -1
770.04 779.08 -0.372521 6 2 22 -1
777.47 776.04 -0.388952 6 2 22 -1
784.76 772.90 -0.405763 6 2 23 -1
791.92 769.68 -0.422934 6 2 23 -1
798.95 766.37 -0.440437 6 2 23 -1
805.85 762.97 -0.458237 6 2 23 -1
812.61 759.48 -0.476294 6 2 23 -1 
819.24 755.90 -0.494565 6 2 23 -1
825.75 752.24 -0.513000 6 2 23 -1
832.13 748.48 -0.531553 6 2 23 -1
838.39 744.64 -0.550174 6 2 23 -1
844.53 740.72 -0.568817 6 2 23 -1
850.56 736.70 -0.587440 6 2 23 -1
856.48 732.60 -0.606005 6 3 23 -1
862.29 728.41 -0.624479 6 3 23 -1
868.00 724.14 -0.642838 6 3 23 -1
873.60 719.78 -0.661063 6 3 24 -1
879.12 715.33 -0.679144 6 3 24 -1
884.53 710.79 -0.697074 6 3 24 -1
889.86 706.17 -0.714856 6 3 24 -1
895.11 701.45 -0.732495 6 3 24 -1
900.27 696.64 -0.749998 6 3 24 -1
905.35 691.74 -0.767377 6 3 24 -1
910.35 686.75 -0.784641 6 3 24 -1
915.28 681.66 -0.801800 6 3 24 -1
920.13 676.47 -0.818860 6 3 24 -1
924.91 671.18 -0.835822 6 3 24 -1
929.61 665.80 -0.852682 6 3 24 -1
934.25 660.31 -0.869432 6 3 25 -1
938.81 654.72 -0.886056 6 3 25 -1
943.30 649.03 -0.902533 6 3 25 -1
947.73 643.24 -0.918834 6 3 25 -1
952.08 637.34 -0.934928 6 3 25 -1
956.35 631.35 -0.950778 6 3 26 -1
960.56 625.26 -0.966344 6 4 26 -1
964.69 619.08 -0.981586 6 4 26 -1
968.76 612.80 -0.996461 6 4 26 -1
972.75 606.43 -1.010931 6 4 26 -1
976.66 599.98 -1.024960 6 4 26 -1
980.51 593.45 -1.038516 6 4 26 -1
984.29 586.84 -1.051574 6 4 26 -1
988.00 580.15 -1.064117 6 4 26 -1
991.64 573.40 -1.076138 6 4 26 -1
995.22 566.59 -1.087639 6 4 26 -1 
998.73 559.71 -1.098634 6 4 26 -1
1002.18 552.78 -1.109147 6 4 26 -1
1005.57 545.79 -1.119215 6 4 26 -1
1008.90 538.75 -1.128887 6 4 26 -1
1012.17 531.67 -1.138224 6 4 27 -1
1015.38 524.54 -1.147298 6 4 27 -1
1018.54 517.36 -1.156188 3 4 27 -1
1021.64 510.14 -1.164986 3 4 27 -1
1024.69 502.88 -1.173790 3 4 27 -1
1027.67 495.58 -1.182703 3 4 27 -1
1030.60 488.23 -1.191832 3 4 27 -1
1033.46 480.85 -1.201289 3 4 27 -1
1036.25 473.41 -1.211186 3 4 27 -1
1038.98 465.93 -1.221633 3 4 27 -1
1041.62 458.40 -1.232740 3 4 27 -1
1044.19 450.83 -1.244614 3 4 27 -1
1046.66 443.20 -1.257357 3 4 27 -1
1049.03 435.52 -1.271067 3 4 28 -1
1051.30 427.79 -1.285835 3 4 28 -1
1053.44 420.01 -1.301747 3 4 28 -1
1055.46 412.18 -1.318881 3 4 28 -1
1057.33 404.30 -1.337310 3 4 28 -1
1059.05 396.36 -1.357098 3 4 28 -1
1060.61 388.39 -1.378302 3 4 28 -1
1061.98 380.37 -1.400969 3 4 28 -1
1063.16 372.32 -1.425140 3 4 28 -1
1064.14 364.23 -1.450843 3 4 28 -1
1064.89 356.13 -1.478099 3 4 28 -1
1065.41 348.00 -1.506916 3 4 28 -1
1065.68 339.87 -1.537293 3 4 28 -1
1065.70 331.75 -1.569217 3 4 28 -1
1065.44 323.64 -1.602664 3 4 28 -1
1064.90 315.55 -1.637599 3 5 28 -1
1064.06 307.50 -1.673980 3 5 29 -1
1062.93 299.51 -1.711755 3 5 29 -1
1061.49 291.58 -1.750866 3 5 29 -1
1059.73 283.74 -1.791254 6 5 29 -1
1057.65 275.99 -1.832856 6 5 29 -1
1055.25 268.36 -1.875610 6 5 29 -1
1052.52 260.86 -1.919456 6 5 29 -1
1049.47 253.50 -1.964339 6 5 29 -1
1046.09 246.31 -2.010204 6 5 29 -1
1042.38 239.30 -2.057001 6 6 29 -1
1038.36 232.50 -2.104680 6 6 29 -1
1034.02 225.90 -2.153190 6 6 29 -1
1029.36 219.54 -2.202471 6 6 29 -1
1024.41 213.43 -2.252456 6 6 29 -1
1019.15 207.59 -2.303063 6 6 29 -1
1013.61 202.02 -2.354191 6 6 30 -1
1007.79 196.75 -2.405717 6 6 30 -1
1001.70 191.79 -2.457494 6 6 31 -1
995.36 187.14 -2.509350 6 6 31 -1
988.77 182.82 -2.561088 6 6 31 -1
981.95 178.83 -2.612491 6 6 31 -1
974.92 175.19 -2.663323 6 6 31 -1
967.68 171.89 -2.713336 6 6 31 -1
960.26 168.93 -2.762280 6 6 31 -1
952.67 166.31 -2.809901 6 6 31 -1
944.92 164.04 -2.855959 6 6 31 -1
937.04 162.10 -2.900222 6 6 31 -1
929.03 160.48 -2.942480 6 6 31 -1
920.91 159.18 -2.982542 6 6 31 -1
912.70 158.18 -3.020245 6 6 31 -1
904.41 157.46 -3.055447 6 6 31 -1
896.06 157.01 -3.088034 6 6 31 -1
887.65 156.81 -3.117917 6 6 31 -1
879.20 156.84 3.138151 6 6 31 -1
870.73 157.08 3.113838 6 6 32 -1
862.23 157.50 3.092342 6 6 32 -1
853.72 158.08 3.073653 6 6 32 -1
845.20 158.79 3.057735 6 6 32 -1
836.68 159.62 3.044529 6 6 32 -1
828.17 160.54 3.033952 6 6 32 -1
819.67 161.53 3.025899 6 6 32 -1
811.17 162.56 3.020242 6 6 32 -1
802.69 163.63 3.016832 6 6 33 -1
794.23 164.70 3.015503 6 6 33 -1
785.78 165.77 3.016071 6 6 33 -1
777.34 166.81 3.018341 6 7 33 -1
768.92 167.82 3.022109 6 7 33 -1
760.52 168.79 3.027164 6 7 34 3
752.14 169.70 3.033297 6 7 34 -1
743.77 170.55 3.040300 6 7 34 -1
735.42 171.34 3.047973 6 7 34 -1
727.08 172.05 3.056126 6 7 34 -1
718.76 172.69 3.064584 6 7 34 -1
710.46 173.26 3.073183 6 7 34 -1
702.17 173.76 3.081780 6 7 34 -1
693.90 174.18 3.090247 6 7 35 -1
685.64 174.54 3.098474 6 7 35 -1
677.40 174.83 3.106366 6 7 36 -1
669.17 175.06 3.113845 6 7 36 -1
660.94 175.23 3.120851 6 7 36 -1
652.73 175.34 3.127332 6 7 36 -1
644.52 175.41 3.133255 6 7 36 -1
636.32 175.44 3.138593 6 7 36 -1
628.12 175.42 -3.139852 6 7 36 -1
619.93 175.38 -3.135713 6 7 36 -1
611.73 175.30 -3.132171 6 7 36 -1
603.54 175.20 -3.129214 6 7 36 -1
595.34 175.08 -3.126822 6 7 36 -1
587.15 174.94 -3.124967 6 7 36 -1
578.96 174.79 -3.123617 6 7 36 -1
570.76 174.64 -3.122734 6 7 36 -1
562.57 174.48 -3.122276 6 7 36 -1
554.38 174.32 -3.122195 6 7 36 -1
546.19 174.16 -3.122443 6 7 36 -1
538.00 174.01 -3.122969 6 7 36 -1
529.83 173.86 -3.123720 6 7 36 -1
521.65 173.73 -3.124645 6 7 36 -1
513.49 173.60 -3.125692 3 7 36 -1
505.34 173.48 -3.126814 3 7 36 -1
497.19 173.36 -3.127965 3 7 36 -1
489.04 173.26 -3.129104 3 7 36 -1
480.90 173.17 -3.130198 3 7 36 -1
472.77 173.09 -3.131218 3 7 36 -1
464.62 173.01 -3.132143 3 7 36 -1
456.47 172.94 -3.132960 3 7 36 -1
448.31 172.87 -3.133664 3 7 36 -1
440.13 172.81 -3.134257 3 7 36 -1
431.93 172.76 -3.134752 3 7 36 -1
423.69 172.71 -3.135168 3 7 36 -1
415.42 172.65 -3.135532 3 7 36 -1
407.11 172.61 -3.135879 3 7 36 -1
398.76 172.56 -3.136251 3 7 36 -1
390.36 172.52 -3.136696 3 7 36 -1
381.91 172.49 -3.137272 3 7 36 -1
373.41 172.45 -3.138042 3 7 36 -1
364.87 172.43 -3.139076 3 7 36 -1
356.27 172.42 -3.140454 3 7 36 -1
347.64 172.43 3.140923 3 7 36 -1
338.96 172.46 3.138589 3 7 36 -1
330.25 172.51 3.135626 3 7 36 -1
321.50 172.59 3.131923 3 7 36 -1
312.74 172.72 3.127363 3 7 36 3
303.95 172.89 3.121825 3 7 36 3
295.14 173.12 3.115186 3 7 37 -1
286.33 173.43 3.107320 3 7 37 -1
277.51 173.81 3.098108 3 8 37 -1
268.69 174.29 3.087433 3 8 37 -1
259.88 174.87 3.075188 6 8 37 -1
251.07 175.58 3.061277 6 8 37 -1
242.28 176.43 3.045617 6 8 38 -1
233.51 177.43 3.028139 6 8 38 -1
224.76 178.60 3.008787 6 8 38 -1
216.04 179.95 2.987524 6 8 38 -1
207.35 181.51 2.964321 6 8 38 -1
198.70 183.28 2.939164 6 8 38 -1
190.09 185.29 2.912048 6 8 38 -1
181.54 187.56 2.882976 6 8 38 -1
173.05 190.09 2.851953 6 8 38 -1
164.64 192.90 2.818985 6 8 38 -1
156.31 196.01 2.784081 6 8 38 -1
148.08 199.43 2.747242 6 9 38 -1
139.98 203.18 2.708471 6 9 38 -1
132.01 207.27 2.667763 6 9 38 -1
124.19 211.71 2.625115 6 9 38 -1
116.56 216.50 2.580525 6 9 38 -1
109.14 221.67 2.533994 6 9 38 -1
101.94 227.20 2.485536 6 9 38 -1
95.01 233.12 2.435174 6 9 39 -1
88.38 239.41 2.382952 6 9 39 -1
82.07 246.07 2.328932 6 10 39 -1
76.13 253.09 2.273199 6 10 40 -1
70.58 260.46 2.215856 6 10 40 -1
65.46 268.17 2.157027 6 10 40 -1
60.81 276.18 2.096857 6 10 40 -1
56.65 284.47 2.035509 6 10 40 -1
53.02 293.01 1.973168 6 10 40 -1
49.93 301.76 1.910053 6 10 40 -1
47.41 310.67 1.846428 6 10 40 -1
45.47 319.71 1.782617 6 10 40 -1
44.10 328.84 1.719032 6 10 40 -1
43.32 338.00 1.656186 6 10 40 -1
43.10 347.17 1.594708 6 10 40 -1
43.42 356.31 1.535334 6 10 40 -1
44.26 365.38 1.478890 6 10 40 -1
45.57 374.36 1.426238 6 10 40 -1
47.30 383.25 1.378209 6 10 40 -1
49.40 392.02 1.335529 6 10 40 -1
51.82 400.69 1.298738 6 10 40 -1
54.50 409.26 1.268130 6 10 40 -1
57.38 417.74 1.243710 6 10 40 -1
60.41 426.16 1.225183 6 10 40 -1
63.54 434.52 1.211972 6 10 40 -1
66.75 442.85 1.203261 6 10 40 -1
70.00 451.17 1.198069 6 10 40 -1
73.28 459.49 1.195326 6 10 40 -1
76.58 467.82 1.193959 6 10 40 -1
79.89 476.17 1.192962 6 10 41 -1
83.23 484.53 1.191449 6 10 41 -1
86.58 492.89 1.188701 6 10 41 -1
89.98 501.24 1.184218 6 10 41 -1
93.45 509.60 1.177790 6 10 41 -1
97.00 517.97 1.169597 6 10 41 -1
100.68 526.43 1.160261 6 10 41 -1
104.54 535.06 1.150742 6 10 41 -1
108.62 543.99 1.141939 6 10 41 -1
113.02 553.41 1.134039 6 10 41 -1
117.84 563.53 1.126047 6 10 41 -1
123.28 574.66 1.116280 6 10 41 -1
129.66 587.34 1.104602 6 10 41 -1
137.52 602.63 1.096206 6 11 42 3
137.52 602.63 1.096206 6 11 42 3
