131.270567686  591.618848168
137.51580786  602.630366492
142.035982533  609.637696335
146.417816594  618.647120419
150.868820961  626.655497382
158.114934498  637.667015707
161.357554585  648.678534031
166.809432314  656.686910995
182.025851528  682.714136126
175.056419214  667.698429319
190.687860262  687.719371728
195.069694323  696.728795812
199.52069869  704.737172775
207.181834061  709.742408377
211.702008734  716.74973822
219.948995633  727.761256545
225.331703057  736.770680628
230.852751092  743.778010471
237.443842795  749.784293194
241.964017467  756.791623037
247.623406114  761.796858639
253.28279476  766.802094241
260.943930131  771.807329843
267.673362445  775.811518325
277.405414847  779.815706806
285.066550218  784.820942408
293.728558952  789.82617801
302.528908297  792.829319372
310.328384279  795.832460733
318.990393013  800.837696335
331.863406114  802.839790576
340.663755459  805.842931937
348.532401747  807.845026178
357.19441048  812.85026178
365.994759825  815.853403141
375.934323144  816.854450262
386.667248908  820.858638743
396.537641921  822.860732984
404.337117904  825.863874346
416.278427948  826.864921466
425.28628821  826.864921466
436.226724891  827.865968586
445.234585153  827.865968586
459.03930131  830.869109948
472.982358079  831.870157068
484.923668122  832.871204188
499.936768559  832.871204188
510.014672489  831.870157068
522.094323144  830.869109948
534.104803493  830.869109948
548.255371179  828.867015707
560.473362445  825.863874346
572.5530131  824.862827225
585.633537118  823.861780105
599.645764192  823.861780105
616.660611354  823.861780105
627.808558952  821.859685864
640.026550218  818.856544503
653.176244541  816.854450262
664.32419214  814.852356021
678.543930131  811.84921466
691.624454148  810.848167539
705.84419214  807.845026178
718.269694323  801.838743455
730.556855895  797.834554974
742.774847162  794.831413613
753.991965066  791.828272251
766.348296943  786.823036649
775.563668122  783.819895288
785.918253275  778.814659686
795.20279476  774.810471204
804.418165939  771.807329843
813.633537118  768.804188482
824.057292576  762.797905759
833.480174672  756.791623037
842.972227074  749.784293194
851.325065502  744.779057592
858.746200873  738.772774869
866.098165939  733.767539267
874.451004367  728.762303665
880.940436681  721.754973822
888.430742358  714.747643979
895.782707424  709.742408377
902.341310044  701.734031414
909.831615721  694.726701571
916.321048035  687.719371728
923.811353712  680.712041885
930.231615721  674.705759162
934.650131004  668.69947644
941.208733624  660.691099476
947.698165939  653.683769634
956.120174672  647.677486911
960.815371179  637.667015707
967.581484716  626.655497382
976.072663755  619.648167539
980.767860262  609.637696335
986.533100437  598.62617801
992.298340611  587.614659686
997.062707424  576.603141361
999.756157205  566.592670157
1003.31213974  558.584293194
1008.07650655  547.572774869
1010.63161572  539.564397906
1015.39598253  528.552879581
1020.09117904  518.542408377
1024.78637555  508.531937173
1029.75825328  494.517277487
1033.1758952  488.510994764
1039.07947598  475.497382199
1042.63545852  467.489005236
1046.39895197  456.477486911
1050.09327511  446.467015707
1054.650131  438.458638743
1058.41362445  427.447120419
1061.24541485  415.434554974
1065.87144105  406.42513089
1068.56489083  396.414659686
1072.32838428  385.403141361
1076.29938865  371.388481675
1078.06113537  360.376963351
1081.16960699  344.360209424
1084.13973799  330.345549738
1084.83144105  320.335078534
1088.80244541  306.320418848
1086.629869  294.307853403
1084.38812227  283.296335079
1082.21554585  271.283769634
1078.04122271  259.271204188
1073.65938865  250.261780105
1067.55248908  237.248167539
1060.37554585  225.235602094
1051.1968559  213.223036649
1045.02078603  201.210471204
1036.77379913  190.19895288
1028.59598253  178.186387435
1020.0031441  172.180104712
1012.61868996  163.170680628
1002.88663755  159.166492147
995.294672489  153.160209424
983.560873362  149.156020942
973.828820961  145.151832461
957.228995633  139.145549738
938.558253275  134.140314136
925.685240175  132.138219895
911.534672489  134.140314136
899.52419214  134.140314136
883.164366812  139.145549738
871.670567686  146.152879581
860.31510917  151.158115183
848.097117904  154.161256545
838.881746725  157.164397906
830.667248908  160.167539267
818.380087336  164.171727749
804.160349345  167.17486911
796.946724891  170.178010471
783.658689956  174.182198953
770.578165939  175.183246073
757.497641921  176.184293194
745.417991266  177.185340314
733.476681223  176.184293194
721.466200873  176.184293194
708.385676856  177.185340314
697.376069869  177.185340314
685.296419214  178.186387435
674.286812227  178.186387435
666.279825328  178.186387435
652.267598253  178.186387435
641.327161572  177.185340314
632.31930131  177.185340314
623.311441048  177.185340314
610.369257642  176.184293194
596.357030568  176.184293194
584.415720524  175.183246073
572.47441048  174.182198953
563.535720524  173.181151832
553.5269869  173.181151832
540.584803493  172.180104712
528.574323144  172.180104712
516.563842795  172.180104712
501.550742358  172.180104712
487.469344978  173.181151832
476.459737991  173.181151832
462.447510917  173.181151832
452.438777293  173.181151832
442.430043668  173.181151832
429.418689956  173.181151832
417.408209607  173.181151832
407.537816594  171.179057592
393.456419214  172.180104712
381.445938865  172.180104712
370.436331878  172.180104712
357.35580786  173.181151832
343.343580786  173.181151832
329.331353712  173.181151832
315.319126638  173.181151832
303.516157205  170.178010471
292.506550218  170.178010471
279.495196507  170.178010471
269.417292576  171.179057592
258.40768559  171.179057592
244.395458515  171.179057592
230.452401747  170.178010471
218.303580786  172.180104712
204.083842795  175.183246073
192.073362445  175.183246073
182.927161572  177.185340314
169.639126638  181.189528796
159.284541485  186.194764398
146.065676856  189.197905759
130.706724891  194.203141361
120.213799127  201.210471204
110.860087336  206.215706806
98.2270742358  215.22513089
87.8033187773  221.231413613
78.3112663755  228.238743455
66.3332751092  242.253403141
56.495371179  254.265968586
49.6600873362  266.278534031
42.8939737991  277.290052356
37.9912663755  290.303664921
35.8836681223  306.320418848
31.6359825328  324.339267016
30.6675982533  338.353926702
29.9067248908  349.365445026
32.0101310044  362.379057592
40.1187772926  375.392670157
44.2931004367  387.405235602
48.4674235808  399.417801047
53.6426200873  411.430366492
57.9552838428  421.440837696
63.199650655  432.452356021
67.3739737991  444.464921466
71.6866375546  454.47539267
76.7926637555  467.489005236
80.9669868996  479.501570681
86.0730131004  492.515183246
90.3165065502  503.526701571
94.4908296943  515.539267016
99.8735371179  524.548691099
105.048733624  536.561256545
111.155633188  549.57486911
117.193362445  563.589528796
125.163668122  578.605235602
