180.443785472 576.987286472
171.859029232 582.115830154
163.274272992 587.244373836
154.689516752 592.372917518
146.104760512 597.501461201
137.520004272 602.630004883 ---
128.935248032 607.758548565
120.350491793 612.887092247
111.765735553 618.015635929
103.180979313 623.144179612
94.5962230726 628.272723294
####
175.667326509 588.524321373
166.935496255 593.398245912
158.203666001 598.272170452
149.471835747 603.146094992
140.740005493 608.020019531 ---
132.008175239 612.893944071
123.276344985 617.767868611
114.544514732 622.64179315
105.812684478 627.51571769
97.0808542239 632.389642229
88.3490239701 637.263566769
####
179.125532386 594.722239536
170.356650053 599.529182704
161.587767719 604.336125871
152.818885385 609.143069039
144.050003052 613.950012207 ---
135.281120718 618.756955375
126.512238384 623.563898543
117.743356051 628.37084171
108.974473717 633.177784878
100.205591383 637.984728046
91.4367090498 642.791671214
####
182.619670774 601.096353647
173.844754149 605.892272559
165.069837523 610.688191472
156.294920898 615.484110384
147.520004272 620.280029297 ---
138.745087647 625.075948209
129.970171021 629.871867122
121.195254396 634.667786035
112.420337771 639.463704947
103.645421145 644.25962386
94.8705045196 649.055542772
####
186.197935674 607.643802807
177.438452671 612.467852716
168.678969668 617.291902624
159.919486665 622.115952533
151.160003662 626.940002441 ---
142.400520659 631.76405235
133.641037656 636.588102258
124.881554653 641.412152167
116.12207165 646.236202075
107.362588647 651.060251984
98.603105644 655.884301892
####
189.813797355 614.213175912
181.100349695 619.119888648
172.386902034 624.026601384
163.673454374 628.93331412
154.960006714 633.840026855 ---
146.246559054 638.746739591
137.533111393 643.653452327
128.819663733 648.560165063
120.106216073 653.466877799
111.392768413 658.373590535
102.679320752 663.28030327
93.965873092 668.187016006
####
193.500463626 620.768321423
184.857845889 625.798744729
176.215228151 630.829168036
167.572610413 635.859591342
158.929992676 640.890014648 ---
150.287374938 645.920437955
141.6447572 650.950861261
133.002139463 655.981284567
124.359521725 661.011707874
115.716903988 666.04213118
107.07428625 671.072554486
98.4316685122 676.102977793
####
197.28596261 627.284729632
188.734472415 632.468552107
180.18298222 637.652374582
171.631492026 642.836197056
163.080001831 648.020019531 ---
154.528511636 653.203842006
145.977021442 658.387664481
137.425531247 663.571486956
128.874041052 668.755309431
120.322550858 673.939131906
111.771060663 679.12295438
103.219570468 684.306776855
94.6680802738 689.49059933
####
201.231211108 633.804611816
192.770908178 639.135960083
184.310605249 644.46730835
175.850302319 649.798656616
167.38999939 655.130004883 ---
158.92969646 660.461353149
150.469393531 665.792701416
142.009090601 671.124049683
133.548787671 676.455397949
125.088484742 681.786746216
116.628181812 687.118094483
108.167878883 692.449442749
99.7075759533 697.780791016
####
205.280844101 640.242573613
196.915634907 645.721923496
188.550425712 651.201273379
180.185216518 656.680623262
171.820007324 662.159973145 ---
163.45479813 667.639323027
155.089588936 673.11867291
146.724379742 678.598022793
138.359170548 684.077372676
129.993961354 689.556722559
121.62875216 695.036072442
113.263542965 700.515422324
104.898333771 705.994772207
####
209.402597246 646.545762708
201.131949766 652.166829355
192.861302285 657.787896002
184.590654805 663.40896265
176.320007324 669.030029297 ---
168.049359844 674.651095944
159.778712363 680.272162591
151.508064883 685.893229239
143.237417402 691.514295886
134.966769922 697.135362533
126.696122441 702.75642918
118.42547496 708.377495828
110.15482748 713.998562475
101.884179999 719.619629122
####
213.667246163 652.825865025
205.465434775 658.546904262
197.263623387 664.267943499
189.061811999 669.988982736
180.86000061 675.710021973 ---
172.658189222 681.43106121
164.456377834 687.152100447
156.254566446 692.873139684
148.052755057 698.594178921
139.850943669 704.315218158
131.649132281 710.036257395
123.447320893 715.757296632
115.245509504 721.478335869
107.043698116 727.199375106
####
217.852228497 658.832890172
209.734172593 664.672168239
201.61611669 670.511446307
193.498060786 676.350724374
185.380004883 682.190002441 ---
177.261948979 688.029280509
169.143893076 693.868558576
161.025837172 699.707836644
152.907781269 705.547114711
144.789725365 711.386392778
136.671669462 717.225670846
128.553613559 723.064948913
120.435557655 728.90422698
112.317501752 734.743505048
104.199445848 740.582783115
####
222.142727397 664.800741846
214.079545395 670.715561878
206.016363393 676.63038191
197.953181391 682.545201941
189.88999939 688.460021973 ---
181.826817388 694.374842004
173.763635386 700.289662036
165.700453384 706.204482067
157.637271382 712.119302099
149.574089381 718.03412213
141.510907379 723.948942162
133.447725377 729.863762194
125.384543375 735.778582225
117.321361373 741.693402257
109.258179372 747.608222288
####
226.369453044 670.565929191
218.364591309 676.5594414
210.359729574 682.552953609
202.354867839 688.546465818
194.350006104 694.539978027 ---
186.345144368 700.533490237
178.340282633 706.527002446
170.335420898 712.520514655
162.330559163 718.514026864
154.325697428 724.507539073
146.320835693 730.501051282
138.315973958 736.494563492
130.311112222 742.488075701
122.306250487 748.48158791
114.301388752 754.475100119
106.296527017 760.468612328
####
230.597151175 676.214977257
222.645361703 682.278725619
214.69357223 688.34247398
206.741782758 694.406222342
198.789993286 700.469970703 ---
190.838203814 706.533719065
182.886414342 712.597467426
174.93462487 718.661215787
166.982835398 724.724964149
159.031045926 730.78871251
151.079256453 736.852460872
143.127466981 742.916209233
135.175677509 748.979957595
127.223888037 755.043705956
119.272098565 761.107454318
111.320309093 767.171202679
####
226.920285203 687.885871349
